n=10,	 e=49.50984052
3.496708908029065555e+01 2.959448388834293908e+01
-1.956591737327563152e+01 4.233765694144694436e+01
-2.261694835509876000e+01 3.975280190971335514e+01
-1.468479200720275202e+01 -4.386888835442042733e+01
-1.101626299402663278e+01 -4.545839778925613928e+01
4.513790257279455176e+01 -3.664123816875363815e+00
n=650,	 e=47.94539887
4.632214029659321142e+01 1.583432943764384593e-01
3.789388338463081851e+01 2.686297393824327884e+01
3.496937425680985001e+01 2.959686027878700898e+01
-1.956450651235953586e+01 4.233628372826580488e+01
-2.261547405253890375e+01 3.975135344013234828e+01
-1.468578210958043684e+01 -4.387057070807905035e+01
-1.101723554116136938e+01 -4.546003938146650114e+01
4.513509707262608828e+01 -3.663299878072307614e+00
n=660,	 e=47.94488856
4.631962119657776356e+01 1.590805692636240720e-01
3.789600102122887648e+01 2.686517377558205766e+01
3.497165301960580308e+01 2.959922965467361067e+01
